2021-03-14 16:07:41 |DEBUG |main |ConnectionLog.java:70 |com.zlimbo.zcat.connect.ConnectionLog |load connectionParams...
2021-03-14 16:07:41 |DEBUG |JavaFX Application Thread |Main.java:29 |com.zlimbo.zcat.Main |[start] start
2021-03-14 16:07:42 |DEBUG |JavaFX Application Thread |SqlConnector.java:82 |com.zlimbo.zcat.connect.SqlConnector |[SqlControl] start
2021-03-14 16:07:42 |DEBUG |JavaFX Application Thread |SqlConnector.java:86 |com.zlimbo.zcat.connect.SqlConnector |[SqlConnector] end
2021-03-14 16:07:42 |DEBUG |JavaFX Application Thread |SqlConnector.java:82 |com.zlimbo.zcat.connect.SqlConnector |[SqlControl] start
2021-03-14 16:07:42 |DEBUG |JavaFX Application Thread |SqlConnector.java:86 |com.zlimbo.zcat.connect.SqlConnector |[SqlConnector] end
2021-03-14 16:07:42 |DEBUG |JavaFX Application Thread |SqlConnector.java:82 |com.zlimbo.zcat.connect.SqlConnector |[SqlControl] start
2021-03-14 16:07:42 |DEBUG |JavaFX Application Thread |SqlConnector.java:86 |com.zlimbo.zcat.connect.SqlConnector |[SqlConnector] end
2021-03-14 16:07:42 |DEBUG |JavaFX Application Thread |Main.java:45 |com.zlimbo.zcat.Main |[start] end
2021-03-14 16:07:43 |DEBUG |JavaFX Application Thread |MainWindow.java:167 |com.zlimbo.zcat.window.MainWindow |[handle] start

2021-03-14 16:07:43 |DEBUG |JavaFX Application Thread |MainWindow.java:204 |com.zlimbo.zcat.window.MainWindow |[handle] end
2021-03-14 16:07:43 |DEBUG |JavaFX Application Thread |MainWindow.java:167 |com.zlimbo.zcat.window.MainWindow |[handle] start

2021-03-14 16:07:43 |DEBUG |JavaFX Application Thread |MainWindow.java:172 |com.zlimbo.zcat.window.MainWindow |item name: ouyeel [localhost:3306]
2021-03-14 16:07:43 |DEBUG |JavaFX Application Thread |SqlConnector.java:99 |com.zlimbo.zcat.connect.SqlConnector |database url: jdbc:mysql://localhost:3306/ouyeel?useSSL=false&useUnicode=true&characterEncoding=UTF8&serverTimezone=GMT&allowPublicKeyRetrieval=true
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |MainWindow.java:610 |com.zlimbo.zcat.window.MainWindow |[showDatabaseTableTree] start
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |SqlConnector.java:134 |com.zlimbo.zcat.connect.SqlConnector |[sqlShowTables] start
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |SqlConnector.java:142 |com.zlimbo.zcat.connect.SqlConnector |table: invoice
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |SqlConnector.java:142 |com.zlimbo.zcat.connect.SqlConnector |table: person
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |SqlConnector.java:142 |com.zlimbo.zcat.connect.SqlConnector |table: privatekey
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |SqlConnector.java:142 |com.zlimbo.zcat.connect.SqlConnector |table: resinfo
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |SqlConnector.java:142 |com.zlimbo.zcat.connect.SqlConnector |table: resinfo2
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |SqlConnector.java:142 |com.zlimbo.zcat.connect.SqlConnector |table: resinfo3
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |SqlConnector.java:142 |com.zlimbo.zcat.connect.SqlConnector |table: resinfo4
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |SqlConnector.java:142 |com.zlimbo.zcat.connect.SqlConnector |table: saleresource
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |SqlConnector.java:142 |com.zlimbo.zcat.connect.SqlConnector |table: sc
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |SqlConnector.java:142 |com.zlimbo.zcat.connect.SqlConnector |table: stu
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |SqlConnector.java:142 |com.zlimbo.zcat.connect.SqlConnector |table: userkey
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |SqlConnector.java:160 |com.zlimbo.zcat.connect.SqlConnector |[sqlShowTables] end
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |MainWindow.java:632 |com.zlimbo.zcat.window.MainWindow |[showDatabaseTableTree] end
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |MainWindow.java:204 |com.zlimbo.zcat.window.MainWindow |[handle] end
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |MainWindow.java:167 |com.zlimbo.zcat.window.MainWindow |[handle] start

2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |MainWindow.java:204 |com.zlimbo.zcat.window.MainWindow |[handle] end
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |MainWindow.java:167 |com.zlimbo.zcat.window.MainWindow |[handle] start

2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |MainWindow.java:172 |com.zlimbo.zcat.window.MainWindow |item name: invoice
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |MainWindow.java:548 |com.zlimbo.zcat.window.MainWindow |[showTable] start
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |MainWindow.java:234 |com.zlimbo.zcat.window.MainWindow |[addTab] start [tabName = invoice]
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |MainWindow.java:238 |com.zlimbo.zcat.window.MainWindow |[addTab] end
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |MainWindow.java:217 |com.zlimbo.zcat.window.MainWindow |[tabAddContextMenu] start [tabName = invoice]
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |MainWindow.java:223 |com.zlimbo.zcat.window.MainWindow |[tabAddContextMenu] end
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |MainWindow.java:389 |com.zlimbo.zcat.window.MainWindow |[executeSqlAndShowTableView] start
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |MainWindow.java:390 |com.zlimbo.zcat.window.MainWindow |sql: SELECT * FROM invoice
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |MainWindow.java:429 |com.zlimbo.zcat.window.MainWindow |SELECT
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |SqlConnector.java:213 |com.zlimbo.zcat.connect.SqlConnector |[sqlQuery] start
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |SqlConnector.java:214 |com.zlimbo.zcat.connect.SqlConnector |sql:SELECT * FROM invoice
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |SqlConnector.java:227 |com.zlimbo.zcat.connect.SqlConnector |com.mysql.jdbc.JDBC42PreparedStatement@7927b3c7: SELECT * FROM invoice
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |SqlConnector.java:231 |com.zlimbo.zcat.connect.SqlConnector |jdbc query spend: 0.014s
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |SqlConnector.java:269 |com.zlimbo.zcat.connect.SqlConnector |[sqlQuery] end
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |MainWindow.java:338 |com.zlimbo.zcat.window.MainWindow |[showQuerySingle] start
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |MainWindow.java:376 |com.zlimbo.zcat.window.MainWindow |[showQuerySingle] end
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |MainWindow.java:476 |com.zlimbo.zcat.window.MainWindow |[executeSqlAndShowTableView] end
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |MainWindow.java:602 |com.zlimbo.zcat.window.MainWindow |[showTable] end
2021-03-14 16:07:44 |DEBUG |JavaFX Application Thread |MainWindow.java:204 |com.zlimbo.zcat.window.MainWindow |[handle] end
2021-03-14 16:07:45 |DEBUG |JavaFX Application Thread |MainWindow.java:486 |com.zlimbo.zcat.window.MainWindow |[newQuery] start
2021-03-14 16:07:45 |DEBUG |JavaFX Application Thread |MainWindow.java:234 |com.zlimbo.zcat.window.MainWindow |[addTab] start [tabName = 查询[1]]
2021-03-14 16:07:45 |DEBUG |JavaFX Application Thread |MainWindow.java:238 |com.zlimbo.zcat.window.MainWindow |[addTab] end
2021-03-14 16:07:45 |DEBUG |JavaFX Application Thread |MainWindow.java:217 |com.zlimbo.zcat.window.MainWindow |[tabAddContextMenu] start [tabName = 查询[1]]
2021-03-14 16:07:45 |DEBUG |JavaFX Application Thread |MainWindow.java:223 |com.zlimbo.zcat.window.MainWindow |[tabAddContextMenu] end
2021-03-14 16:07:45 |DEBUG |JavaFX Application Thread |MainWindow.java:538 |com.zlimbo.zcat.window.MainWindow |[newQuery] end
2021-03-14 16:07:52 |DEBUG |main |ConnectionLog.java:39 |com.zlimbo.zcat.connect.ConnectionLog |save connectionParams...
2021-03-14 16:09:02 |DEBUG |main |ConnectionLog.java:70 |com.zlimbo.zcat.connect.ConnectionLog |load connectionParams...
2021-03-14 16:09:02 |DEBUG |JavaFX Application Thread |Main.java:29 |com.zlimbo.zcat.Main |[start] start
2021-03-14 16:09:02 |DEBUG |JavaFX Application Thread |SqlConnector.java:82 |com.zlimbo.zcat.connect.SqlConnector |[SqlControl] start
2021-03-14 16:09:02 |DEBUG |JavaFX Application Thread |SqlConnector.java:86 |com.zlimbo.zcat.connect.SqlConnector |[SqlConnector] end
2021-03-14 16:09:02 |DEBUG |JavaFX Application Thread |SqlConnector.java:82 |com.zlimbo.zcat.connect.SqlConnector |[SqlControl] start
2021-03-14 16:09:02 |DEBUG |JavaFX Application Thread |SqlConnector.java:86 |com.zlimbo.zcat.connect.SqlConnector |[SqlConnector] end
2021-03-14 16:09:02 |DEBUG |JavaFX Application Thread |SqlConnector.java:82 |com.zlimbo.zcat.connect.SqlConnector |[SqlControl] start
2021-03-14 16:09:02 |DEBUG |JavaFX Application Thread |SqlConnector.java:86 |com.zlimbo.zcat.connect.SqlConnector |[SqlConnector] end
2021-03-14 16:09:02 |DEBUG |JavaFX Application Thread |Main.java:45 |com.zlimbo.zcat.Main |[start] end
2021-03-14 16:09:04 |DEBUG |JavaFX Application Thread |MainWindow.java:167 |com.zlimbo.zcat.window.MainWindow |[handle] start

2021-03-14 16:09:04 |DEBUG |JavaFX Application Thread |MainWindow.java:204 |com.zlimbo.zcat.window.MainWindow |[handle] end
2021-03-14 16:09:04 |DEBUG |JavaFX Application Thread |MainWindow.java:167 |com.zlimbo.zcat.window.MainWindow |[handle] start

2021-03-14 16:09:04 |DEBUG |JavaFX Application Thread |MainWindow.java:172 |com.zlimbo.zcat.window.MainWindow |item name: ouyeel [localhost:3306]
2021-03-14 16:09:04 |DEBUG |JavaFX Application Thread |SqlConnector.java:99 |com.zlimbo.zcat.connect.SqlConnector |database url: jdbc:mysql://localhost:3306/ouyeel?useSSL=false&useUnicode=true&characterEncoding=UTF8&serverTimezone=GMT&allowPublicKeyRetrieval=true
2021-03-14 16:09:04 |DEBUG |JavaFX Application Thread |MainWindow.java:610 |com.zlimbo.zcat.window.MainWindow |[showDatabaseTableTree] start
2021-03-14 16:09:04 |DEBUG |JavaFX Application Thread |SqlConnector.java:134 |com.zlimbo.zcat.connect.SqlConnector |[sqlShowTables] start
2021-03-14 16:09:04 |DEBUG |JavaFX Application Thread |SqlConnector.java:142 |com.zlimbo.zcat.connect.SqlConnector |table: invoice
2021-03-14 16:09:04 |DEBUG |JavaFX Application Thread |SqlConnector.java:142 |com.zlimbo.zcat.connect.SqlConnector |table: person
2021-03-14 16:09:04 |DEBUG |JavaFX Application Thread |SqlConnector.java:142 |com.zlimbo.zcat.connect.SqlConnector |table: privatekey
2021-03-14 16:09:04 |DEBUG |JavaFX Application Thread |SqlConnector.java:142 |com.zlimbo.zcat.connect.SqlConnector |table: resinfo
