2020-12-21 16:19:41 |DEBUG |JavaFX Application Thread |Main.java:26 |com.zlimbo.zcat.Main |[start] start
2020-12-21 16:19:42 |DEBUG |JavaFX Application Thread |MainWindowController.java:82 |com.zlimbo.zcat.controller.MainWindowController |[initialize] start
2020-12-21 16:19:42 |DEBUG |JavaFX Application Thread |SqlController.java:131 |com.zlimbo.zcat.controller.SqlController |[SqlControl] start
2020-12-21 16:19:42 |DEBUG |JavaFX Application Thread |SqlController.java:144 |com.zlimbo.zcat.controller.SqlController |database url: jdbc:mysql://192.168.6.108:3100/ouyeel?useSSL=false&useUnicode=true&characterEncoding=UTF8&serverTimezone=GMT&allowPublicKeyRetrieval=true
2020-12-21 16:19:42 |DEBUG |JavaFX Application Thread |SqlController.java:156 |com.zlimbo.zcat.controller.SqlController |[SqlController] end
2020-12-21 16:19:42 |DEBUG |JavaFX Application Thread |MainWindowController.java:493 |com.zlimbo.zcat.controller.MainWindowController |[showDatabase] start
2020-12-21 16:19:42 |DEBUG |JavaFX Application Thread |SqlController.java:165 |com.zlimbo.zcat.controller.SqlController |[sqlShowTables] start
2020-12-21 16:19:42 |DEBUG |JavaFX Application Thread |SqlController.java:173 |com.zlimbo.zcat.controller.SqlController |table: invoice
2020-12-21 16:19:42 |DEBUG |JavaFX Application Thread |SqlController.java:173 |com.zlimbo.zcat.controller.SqlController |table: invoice2
2020-12-21 16:19:42 |DEBUG |JavaFX Application Thread |SqlController.java:173 |com.zlimbo.zcat.controller.SqlController |table: user
2020-12-21 16:19:42 |DEBUG |JavaFX Application Thread |SqlController.java:191 |com.zlimbo.zcat.controller.SqlController |[sqlShowTables] end
2020-12-21 16:19:42 |DEBUG |JavaFX Application Thread |MainWindowController.java:530 |com.zlimbo.zcat.controller.MainWindowController |[showDatabase] end
2020-12-21 16:19:42 |DEBUG |JavaFX Application Thread |MainWindowController.java:109 |com.zlimbo.zcat.controller.MainWindowController |[initialize] end
2020-12-21 16:19:43 |DEBUG |JavaFX Application Thread |Main.java:35 |com.zlimbo.zcat.Main |[start] end
2020-12-21 16:19:48 |DEBUG |JavaFX Application Thread |MainWindowController.java:539 |com.zlimbo.zcat.controller.MainWindowController |[newQuery] start
2020-12-21 16:19:48 |DEBUG |JavaFX Application Thread |MainWindowController.java:617 |com.zlimbo.zcat.controller.MainWindowController |[addTab] start [tabName = 查询[1]]
2020-12-21 16:19:48 |DEBUG |JavaFX Application Thread |MainWindowController.java:621 |com.zlimbo.zcat.controller.MainWindowController |[addTab] end
2020-12-21 16:19:48 |DEBUG |JavaFX Application Thread |MainWindowController.java:601 |com.zlimbo.zcat.controller.MainWindowController |[tabAddContextMenu] start [tabName = 查询[1]]
2020-12-21 16:19:48 |DEBUG |JavaFX Application Thread |MainWindowController.java:607 |com.zlimbo.zcat.controller.MainWindowController |[tabAddContextMenu] end
2020-12-21 16:19:48 |DEBUG |JavaFX Application Thread |MainWindowController.java:591 |com.zlimbo.zcat.controller.MainWindowController |[newQuery] end
2020-12-21 16:20:01 |DEBUG |JavaFX Application Thread |MainWindowController.java:184 |com.zlimbo.zcat.controller.MainWindowController |[executeSqlAndShowTableView] start
2020-12-21 16:20:01 |DEBUG |JavaFX Application Thread |MainWindowController.java:185 |com.zlimbo.zcat.controller.MainWindowController |sql: desc invoice;
2020-12-21 16:20:01 |DEBUG |JavaFX Application Thread |MainWindowController.java:213 |com.zlimbo.zcat.controller.MainWindowController |Query!
2020-12-21 16:20:01 |DEBUG |JavaFX Application Thread |SqlController.java:242 |com.zlimbo.zcat.controller.SqlController |[sqlQuery] start
2020-12-21 16:20:01 |DEBUG |JavaFX Application Thread |SqlController.java:243 |com.zlimbo.zcat.controller.SqlController |sql:desc invoice;
2020-12-21 16:20:01 |DEBUG |JavaFX Application Thread |SqlController.java:255 |com.zlimbo.zcat.controller.SqlController |com.mysql.jdbc.JDBC42PreparedStatement@7d91716d: desc invoice;
2020-12-21 16:20:01 |DEBUG |JavaFX Application Thread |SqlController.java:295 |com.zlimbo.zcat.controller.SqlController |[sqlQuery] end
2020-12-21 16:20:01 |DEBUG |JavaFX Application Thread |MainWindowController.java:273 |com.zlimbo.zcat.controller.MainWindowController |[showQuerySingle] start
2020-12-21 16:20:01 |DEBUG |JavaFX Application Thread |MainWindowController.java:311 |com.zlimbo.zcat.controller.MainWindowController |[showQuerySingle] end
2020-12-21 16:20:01 |DEBUG |JavaFX Application Thread |MainWindowController.java:260 |com.zlimbo.zcat.controller.MainWindowController |[executeSqlAndShowTableView] end
2020-12-21 16:20:01 |DEBUG |JavaFX Application Thread |MainWindowController.java:580 |com.zlimbo.zcat.controller.MainWindowController |flag: 3
