2021-02-07 10:59:46 |DEBUG |main |ConnectionLog.java:70 |com.zlimbo.zcat.connect.ConnectionLog |load connectionParams...
2021-02-07 10:59:46 |DEBUG |JavaFX Application Thread |Main.java:29 |com.zlimbo.zcat.Main |[start] start
2021-02-07 10:59:46 |DEBUG |JavaFX Application Thread |SqlConnector.java:78 |com.zlimbo.zcat.connect.SqlConnector |[SqlControl] start
2021-02-07 10:59:46 |DEBUG |JavaFX Application Thread |SqlConnector.java:82 |com.zlimbo.zcat.connect.SqlConnector |[SqlConnector] end
2021-02-07 10:59:46 |DEBUG |JavaFX Application Thread |SqlConnector.java:78 |com.zlimbo.zcat.connect.SqlConnector |[SqlControl] start
2021-02-07 10:59:46 |DEBUG |JavaFX Application Thread |SqlConnector.java:82 |com.zlimbo.zcat.connect.SqlConnector |[SqlConnector] end
2021-02-07 10:59:47 |DEBUG |JavaFX Application Thread |Main.java:45 |com.zlimbo.zcat.Main |[start] end
2021-02-07 10:59:49 |DEBUG |JavaFX Application Thread |MainWindow.java:167 |com.zlimbo.zcat.window.MainWindow |[handle] start

2021-02-07 10:59:49 |DEBUG |JavaFX Application Thread |MainWindow.java:201 |com.zlimbo.zcat.window.MainWindow |[handle] end
2021-02-07 10:59:49 |DEBUG |JavaFX Application Thread |MainWindow.java:167 |com.zlimbo.zcat.window.MainWindow |[handle] start

2021-02-07 10:59:49 |DEBUG |JavaFX Application Thread |MainWindow.java:172 |com.zlimbo.zcat.window.MainWindow |item name: ouyeel [localhost:3306]
2021-02-07 10:59:49 |DEBUG |JavaFX Application Thread |SqlConnector.java:95 |com.zlimbo.zcat.connect.SqlConnector |database url: jdbc:mysql://localhost:3306/ouyeel?useSSL=false&useUnicode=true&characterEncoding=UTF8&serverTimezone=GMT&allowPublicKeyRetrieval=true
2021-02-07 10:59:50 |DEBUG |JavaFX Application Thread |MainWindow.java:167 |com.zlimbo.zcat.window.MainWindow |[handle] start

2021-02-07 10:59:50 |DEBUG |JavaFX Application Thread |MainWindow.java:201 |com.zlimbo.zcat.window.MainWindow |[handle] end
2021-02-07 10:59:51 |DEBUG |JavaFX Application Thread |MainWindow.java:167 |com.zlimbo.zcat.window.MainWindow |[handle] start

2021-02-07 10:59:51 |DEBUG |JavaFX Application Thread |MainWindow.java:172 |com.zlimbo.zcat.window.MainWindow |item name: mysql [localhost:3306]
2021-02-07 10:59:51 |DEBUG |JavaFX Application Thread |SqlConnector.java:95 |com.zlimbo.zcat.connect.SqlConnector |database url: jdbc:mysql://localhost:3306/mysql?useSSL=false&useUnicode=true&characterEncoding=UTF8&serverTimezone=GMT&allowPublicKeyRetrieval=true
2021-02-07 11:01:27 |DEBUG |main |ConnectionLog.java:70 |com.zlimbo.zcat.connect.ConnectionLog |load connectionParams...
2021-02-07 11:01:27 |DEBUG |JavaFX Application Thread |Main.java:29 |com.zlimbo.zcat.Main |[start] start
2021-02-07 11:01:28 |DEBUG |JavaFX Application Thread |SqlConnector.java:78 |com.zlimbo.zcat.connect.SqlConnector |[SqlControl] start
2021-02-07 11:01:28 |DEBUG |JavaFX Application Thread |SqlConnector.java:82 |com.zlimbo.zcat.connect.SqlConnector |[SqlConnector] end
2021-02-07 11:01:28 |DEBUG |JavaFX Application Thread |SqlConnector.java:78 |com.zlimbo.zcat.connect.SqlConnector |[SqlControl] start
2021-02-07 11:01:28 |DEBUG |JavaFX Application Thread |SqlConnector.java:82 |com.zlimbo.zcat.connect.SqlConnector |[SqlConnector] end
2021-02-07 11:01:28 |DEBUG |JavaFX Application Thread |Main.java:45 |com.zlimbo.zcat.Main |[start] end
2021-02-07 11:01:29 |DEBUG |JavaFX Application Thread |MainWindow.java:167 |com.zlimbo.zcat.window.MainWindow |[handle] start

2021-02-07 11:01:29 |DEBUG |JavaFX Application Thread |MainWindow.java:201 |com.zlimbo.zcat.window.MainWindow |[handle] end
2021-02-07 11:01:29 |DEBUG |JavaFX Application Thread |MainWindow.java:167 |com.zlimbo.zcat.window.MainWindow |[handle] start

2021-02-07 11:01:29 |DEBUG |JavaFX Application Thread |MainWindow.java:172 |com.zlimbo.zcat.window.MainWindow |item name: ouyeel [localhost:3306]
2021-02-07 11:01:29 |DEBUG |JavaFX Application Thread |SqlConnector.java:95 |com.zlimbo.zcat.connect.SqlConnector |database url: jdbc:mysql://localhost:3306/ouyeel?useSSL=false&useUnicode=true&characterEncoding=UTF8&serverTimezone=GMT&allowPublicKeyRetrieval=true
2021-02-07 11:01:29 |DEBUG |JavaFX Application Thread |MainWindow.java:603 |com.zlimbo.zcat.window.MainWindow |[showDatabaseTableTree] start
2021-02-07 11:01:29 |DEBUG |JavaFX Application Thread |SqlConnector.java:130 |com.zlimbo.zcat.connect.SqlConnector |[sqlShowTables] start
2021-02-07 11:01:29 |DEBUG |JavaFX Application Thread |SqlConnector.java:138 |com.zlimbo.zcat.connect.SqlConnector |table: invoice
2021-02-07 11:01:29 |DEBUG |JavaFX Application Thread |SqlConnector.java:138 |com.zlimbo.zcat.connect.SqlConnector |table: person
2021-02-07 11:01:29 |DEBUG |JavaFX Application Thread |SqlConnector.java:138 |com.zlimbo.zcat.connect.SqlConnector |table: privatekey
2021-02-07 11:01:29 |DEBUG |JavaFX Application Thread |SqlConnector.java:138 |com.zlimbo.zcat.connect.SqlConnector |table: resinfo
2021-02-07 11:01:29 |DEBUG |JavaFX Application Thread |SqlConnector.java:138 |com.zlimbo.zcat.connect.SqlConnector |table: resinfo2
2021-02-07 11:01:29 |DEBUG |JavaFX Application Thread |SqlConnector.java:138 |com.zlimbo.zcat.connect.SqlConnector |table: resinfo3
2021-02-07 11:01:29 |DEBUG |JavaFX Application Thread |SqlConnector.java:138 |com.zlimbo.zcat.connect.SqlConnector |table: resinfo4
2021-02-07 11:01:29 |DEBUG |JavaFX Application Thread |SqlConnector.java:138 |com.zlimbo.zcat.connect.SqlConnector |table: saleresource
2021-02-07 11:01:29 |DEBUG |JavaFX Application Thread |SqlConnector.java:138 |com.zlimbo.zcat.connect.SqlConnector |table: sc
2021-02-07 11:01:29 |DEBUG |JavaFX Application Thread |SqlConnector.java:138 |com.zlimbo.zcat.connect.SqlConnector |table: stu
2021-02-07 11:01:29 |DEBUG |JavaFX Application Thread |SqlConnector.java:138 |com.zlimbo.zcat.connect.SqlConnector |table: userkey
2021-02-07 11:01:29 |DEBUG |JavaFX Application Thread |SqlConnector.java:156 |com.zlimbo.zcat.connect.SqlConnector |[sqlShowTables] end
